budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
200000000,"Action, Adventure, Fantasy",http://www.sonypictures.com/movies/spider-man2/,558,"dual identity, love of one's life, pizza boy, marvel comic, sequel, superhero, doctor, scientist, tentacle, death, super villain",en,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",35.149586,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises",United States of America,2004-06-25,783766341,127.0,"English, Pусский, 普通话",Released,There's a hero in all of us.,Spider-Man 2,6.7,4321
200000000,"Action, Adventure, Science Fiction",http://marvel.com/ironman3,68721,"terrorist, war on terror, tennessee, malibu, marvel comic, superhero, based on comic book, tony stark, iron man, aftercreditsstinger, marvel cinematic universe, mandarin, 3d, war machine, iron patriot, extremis",en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",77.68208,Marvel Studios,"China, United States of America",2013-04-18,1215439994,130.0,English,Released,Unleash the power behind the armor.,Iron Man 3,6.8,8806
200000000,"Family, Fantasy, Adventure",http://disney.go.com/wonderland/,12155,"based on novel, fictional place, queen, fantasy, alice in wonderland, fantasy world, 3d",en,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",78.530105,"Walt Disney Pictures, Team Todd, Tim Burton Productions, Roth Films, Zanuck Company, The",United States of America,2010-03-03,1025491110,108.0,English,Released,You're invited to a very important date.,Alice in Wonderland,6.4,4645
210000000,"Adventure, Action, Science Fiction, Thriller",,36668,"mutant, marvel comic, based on comic book, superhuman, beast, cyclops, aftercreditsstinger",en,X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",3.857526,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Donners' Company, Dune Entertainment, Major Studio Partners, Bad Hat Harry Productions, thinkfilm, Marvel Enterprises, X3 Canada Productions, X3US Productions, XM3 Service","Canada, United Kingdom, United States of America",2006-05-24,459359555,104.0,English,Released,Take a Stand,X-Men: The Last Stand,6.3,3525
200000000,"Animation, Family",,62211,"monster, dormitory, games, animation, best friend, university, scary, aftercreditsstinger",en,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,89.186492,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2013-06-20,743559607,104.0,English,Released,School never looked this scary.,Monsters University,7.0,3528
150000000,"Science Fiction, Action, Adventure",http://www.transformersmovie.com/,8373,"egypt, sun, chaos, symbol, artifact, transformers, tank, robot, imax, duringcreditsstinger",en,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",21.939663,"Paramount Pictures, DreamWorks SKG, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, Hasbro Studios, Revolution Sun Studios",United States of America,2009-06-19,836297228,150.0,"English, Español",Released,Revenge is coming.,Transformers: Revenge of the Fallen,6.0,3138
210000000,"Science Fiction, Action, Adventure",http://www.transformersmovie.com,91314,"sequel, alien, transformers, giant robot, robot, imax, transforming robot",en,Transformers: Age of Extinction,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",116.840296,"Paramount Pictures, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, China Movie Channel, Hasbro Studios, Ian Bryce Productions, Revolution Sun Studios",United States of America,2014-06-25,1091405097,165.0,English,Released,This is not war. It's extinction.,Transformers: Age of Extinction,5.8,3095
200000000,"Fantasy, Adventure, Family",http://www.ozthegreatandpowerfulmovie.com,68728,"circus, witch, magic, hope, illusion, lost, magic trick, wizard, 3d",en,Oz: The Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",46.985445,"Walt Disney Pictures, Roth Films",United States of America,2013-03-07,491868548,130.0,English,Released,"In Oz, nothing is what it seems",Oz: The Great and Powerful,5.7,3530
200000000,"Action, Adventure, Fantasy",http://www.theamazingspiderman.com,102382,"obsession, marvel comic, sequel, based on comic book, electrocution, medical experiment, electricity, super powers",en,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",89.270217,"Columbia Pictures, Marvel Enterprises, Avi Arad Productions, Matt Tolmach Productions",United States of America,2014-04-16,705717432,142.0,English,Released,No more secrets.,The Amazing Spider-Man 2,6.5,4179
170000000,"Adventure, Action, Science Fiction",http://disney.go.com/tron/,20526,"artificial intelligence, secret identity, computer program, dystopia, computer, deception, duel, motorcycle, neon light, autocracy",en,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,"Walt Disney Pictures, LivePlanet, Prana Studios, Sean Bailey Productions, Revolution Sun Studios, Kontsept Film Company",United States of America,2010-12-10,400062763,125.0,English,Released,The Game Has Changed.,TRON: Legacy,6.3,2841
200000000,"Animation, Family, Adventure, Comedy",http://www.disney.go.com/cars/,49013,"car race, sequel, comedy, anthropomorphism, best friend, duringcreditsstinger",en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2011-06-11,559852396,106.0,"English, 日本語, Italiano, Français",Released,Ka-ciao!,Cars 2,5.8,2033
200000000,"Adventure, Action, Thriller, Science Fiction",http://greenlanternmovie.warnerbros.com/,44912,"dc comics, transformation, superhero, alien, alien infection, magical object, protector, super powers, origin, 3d",en,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",51.872839,"De Line Pictures, Warner Bros., DC Entertainment",United States of America,2011-06-16,219851172,114.0,English,Released,"In our darkest hour, there will be light.",Green Lantern,5.1,2487
200000000,"Animation, Family, Comedy",http://disney.go.com/toystory/,10193,"hostage, college, toy, barbie, animation, escape, day care, teddy bear, duringcreditsstinger, toy comes to life, personification, inanimate objects coming to life, toy story",en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",59.995418,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2010-06-16,1066969703,103.0,"English, Español",Released,No toy gets left behind.,Toy Story 3,7.6,4597
200000000,"Action, Science Fiction, Thriller",https://www.warnerbros.com/terminator-salvation,534,"saving the world, artificial intelligence, prophecy, san francisco, cyborg, killer robot, gas station, post-apocalyptic, dystopia, army, firearm, wartime, los angeles",en,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",71.862892,"Columbia Pictures, The Halcyon Company, Wonderland Sound and Vision, Warner Bros.","Germany, Italy, United Kingdom, United States of America",2009-05-20,371353001,115.0,"English, Italiano",Released,The End Begins.,Terminator Salvation,5.9,2463
190000000,Action,http://www.furious7.com/,168259,"car race, speed, revenge, suspense, car, race, muscle car",en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,102.322217,"Universal Pictures, Original Film, Fuji Television Network, Dentsu, One Race Films, China Film Co., Québec Production Services Tax Credit, Media Rights Capital (MRC), Abu Dhabi Film Commission, Colorado Office of Film, Television & Media","Japan, United States of America",2015-04-01,1506249360,137.0,English,Released,Vengeance Hits Home,Furious 7,7.3,4176
200000000,"Action, Drama, Horror, Science Fiction, Thriller",http://www.worldwarzmovie.com,72190,"dystopia, apocalypse, zombie, nuclear weapons, multiple perspectives, zombie apocalypse",en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",81.834855,"Paramount Pictures, GK Films, Skydance Productions, Hemisphere Media Capital, Apparatus Productions, Latina Pictures, 2DUX²","United States of America, Malta",2013-06-20,531865000,116.0,English,Released,Remember Philly!,World War Z,6.7,5560
250000000,"Action, Adventure, Fantasy, Science Fiction",http://www.x-menmovies.com/,127585,"1970s, mutant, time travel, marvel comic, based on comic book, superhuman, storm, beast, aftercreditsstinger, changing the past or future",en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.078691,"Twentieth Century Fox Film Corporation, Donners' Company, Marvel Entertainment, Bad Hat Harry Productions, TSG Entertainment, Down Productions, Revolution Sun Studios","United Kingdom, United States of America",2014-05-15,747862775,131.0,English,Released,"To save the future, they must alter the past",X-Men: Days of Future Past,7.5,6032
190000000,"Action, Adventure, Science Fiction",,54138,"spacecraft, friendship, sequel, futuristic, space, alien, imax, space opera, terrorist bombing, 3d",en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.291018,"Paramount Pictures, Skydance Productions, Bad Robot, Kurtzman/Orci",United States of America,2013-05-05,467365246,132.0,English,Released,Earth Will Fall,Star Trek Into Darkness,7.4,4418
195000000,"Action, Family, Fantasy",http://jackthegiantkiller.warnerbros.com,81005,"based on fairy tale, giant",en,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",43.349855,"New Line Cinema, Original Film, Legendary Pictures, Warner Bros., Big Kid Pictures, Bad Hat Harry Productions",United States of America,2013-02-27,197687603,114.0,English,Released,Prepare for a giant adventure,Jack the Giant Slayer,5.5,2598
105000000,"Drama, Romance",,64682,"based on novel, infidelity, obsession, hope, 3d",en,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196071,"Village Roadshow Pictures, Bazmark Films, Warner Bros., A&E Television Networks, Red Wagon Entertainment, Spectrum Films","United States of America, Australia",2013-05-10,351040419,143.0,English,Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,7.3,3769
150000000,"Adventure, Fantasy, Action, Romance",http://disney.go.com/disneypictures/princeofpersia,9543,"persia, sandstorm, brother against brother, armageddon, regent, based on video game",en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881,"Walt Disney Pictures, Jerry Bruckheimer Films",United States of America,2010-05-19,335154643,116.0,English,Released,Defy the Future,Prince of Persia: The Sands of Time,6.2,2317
180000000,"Action, Science Fiction, Adventure",http://www.pacificrimmovie.com/,68726,"dystopia, giant robot, giant monster, apocalypse, imax, duringcreditsstinger, 3d",en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205,"Legendary Pictures, Warner Bros., Disney Double Dare You (DDY), Indochina Productions","United States of America, Canada",2013-07-11,407602906,131.0,English,Released,"To Fight Monsters, We Created Monsters",Pacific Rim,6.7,4794
195000000,"Action, Science Fiction, Adventure",http://www.transformersmovie.com/,38356,"moon, spacecraft, traitor, bodyguard, alien planet, based on cartoon, transformers, giant robot, sabotage, word domination, commando, duringcreditsstinger",en,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607,"Paramount Pictures, Di Bonaventura Pictures, Indochina Productions, Hasbro Studios",United States of America,2011-06-28,1123746996,154.0,English,Released,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,6.1,3299
185000000,"Adventure, Action",http://www.indianajones.com/site/index.html,217,"saving the world, riddle, whip, treasure, mexico city, leather jacket, machinegun, alien phenomenons, maya civilization, peru, treasure hunt, nuclear explosion, refrigerator, archaeologist, indiana jones, archeology ",en,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",75.674458,"Lucasfilm, Paramount Pictures",United States of America,2008-05-21,786636033,122.0,"English, Deutsch, Pусский",Released,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495
